A1PMZUBGXFANCI,0.10
AZCGSVDT79E6X,1.00
A12IHTKQFQIPD1,0.00
A25JCKN3DMCYA0,0.00
A143XRCI1YXAFE,0.50
A2WYCY1FMQOD5F,0.90
AZBH4LJ5SL456,1.00
AHKRGPN5D3I2G,0.00
A3HMDGRGC5JB7E,0.00
A2YCMT5BPA0AG9,0.00
A3AKKYZC4JE3UF,0.10
A1I9ZBV75AVWUS,0.90
AIEKCWYZTS41V,0.90
A2GA29WTMFW2W,0.00
A1ZD8RU6YB0VEU,0.00
A19WXS1CLVLEEX,0.90
A98E8M4QLI9RS,1.00
A3KKXA7COL5JHL,0.90
AA8PZKO9XGCKO,1.00
ANJJYKB47APL5,0.00
A1F3QNQHIL7K4U,1.00
A250HYHFGXESAC,1.00
ANYB94DHDJKNO,0.00
A3HLIJUBLECL5T,0.00
A1DS5O8MSI3ZH0,0.90
A119S66722ZWOW,0.00
A2Z03W0OORZLU8,1.00
A27SMEOPKV84VI,1.00
A2UBEPT605E8T2,0.20
A1UGD2VEVSML1U,0.00
A35V7MXUPXJMX6,0.90
A3UIDRGBV9NJWR,1.00
A3O2E4NV3H37CG,0.00
AQYYBOOF0846O,0.90
AGC3T6724JUAF,0.00
A20FTMW1E6AR1T,0.90
A3908297ZI3LES,0.00
A28JBDTFGFJ5NR,0.00
A3QL8ZAD9BKWUF,0.90
A3RLCGRXA34GC0,0.90
A2DNLHS1RSTF5R,0.90
A38OPVI04AH4JG,0.90
AVZ0ZEH7AAZ4F,1.00
A16ZYJOZVLCJEP,0.90
A2FBP73AQACKZ2,0.90
AFZKP8TAXAUCR,0.90
AMYURTQIMAC8T,1.00
A3BO2ARA8BYSR,0.00
A16JMJHOUC2MGE,0.90
A3QA0Y16Q4273V,0.90
A3U761PEG7MFKT,0.10
A14NP6X071S7GK,1.00
A194UMZESQE6BS,0.10
AOTCPS24JM5DQ,0.20
A1DNJ17PE2RYJZ,1.00
A1F1BIPJR11LSR,1.00
A3T61LJ1WNOL6Z,1.00
A1ST0FIJXMNPPW,0.90
A2YGAEODJ5SSF6,0.90
AAM0Q3DCSSQ0A,0.00
AZOF6QSSWG98H,1.00
A2QIWWNL33VJ3J,0.00
A2FTVGVF3Q3GHC,1.00
A1JV64BL3WCK0G,0.90
A2PZG5F8RIESH9,0.00
A1M682B2WUSYJP,0.90
A2QFZ2524HID2B,1.00
A1KFIQBETMB81I,1.00
A3F7L0TIE1QEWW,0.00
A2O7LNRIBPIHAF,1.00
