A3L0DCUXI7X3A9,0.90
A10U1MDBII93UW,0.90
A1OPGPTQJ48XOY,0.80
AVNXCGTZQ1CFK,0.80
ASCS0QEE54PUI,0.00
A3N6RT3DKHYJED,0.90
A3FXXVWB4808XQ,0.90
A188SHJZPHE8BA,0.90
A1QVNF19XSRSD7,0.90
A3DA09D96OFSHY,1.00
ANNVWKERLZG9A,0.90
AA3TKAZ7USBO2,0.80
A8HSPSD88CUTS,1.50
A30EI064NHQEQO,0.00
A19L8SNH73AX1Z,0.00
A3AHCT6Q7A3Q23,1.00
AK1Q45RF8A87Z,1.00
A3VENK02U0X16N,0.80
A1XBWSV6TWJUU8,0.80
A270HX8LH9LJ8W,1.00
A1XVEKS9O73ERE,0.80
A2M47ONTL35B3A,0.80
A49HPQ9P5AHU4,1.00
A36MEZ1Y8KLTGY,1.00
A3O0ZQMDKOKAMR,0.90
A3CF8ULBSE8MTL,0.80
A1ERMRNNR0CZ2Y,0.00
A2PTTSUG7NF42Q,0.90
A37Z5PZ4B7VO49,0.90
A18E16UFE351U6,1.00
A2VLTSW6CXIUMR,1.00
A2CJYS92WX7HN6,1.00
A2NMEOVBKKYQKN,0.00
A36UZHVNGAP6R6,0.90
A21ZMR7O42OSMI,0.90
ADWDNBND4BW94,0.80
A24LUXW1DB1QI5,0.90
A20MUNY2OLDCLC,0.90
A385QQNQC4T9Q7,0.80
A1HYD41SNHKM78,0.00
A002160837SWJFPIAI7L7,0.90
A19R9046KFC12H,0.80
A1EP3XESXAG0EP,0.00
AXJ1PE87PD0KK,1.00
A1IEAOCJNSPVRX,1.00
A2ETXCA9X5P484,0.00
A2SB9HU5RD9QCP,0.80
A1F8O6BA8AZTRF,0.80
AUFOO8PU2BK37,0.80
A2UREJJH126LX9,0.00
A3V8C77FN4FLUA,0.80
AQKTLQV04FD4N,0.00
AFU00NU09CFXE,0.00
A2JOHICL072IY3,0.00
ATDLGSQ11C6OF,0.00
A29ZQYDG9Q6TPK,0.90
AQ9Y6WD8O72ZC,0.00
AAIX34EBHHA8D,0.00
ANK8K5WTHJ61C,0.80
A29AKJXQ248KNK,0.00
A38F8U7SZ7CE1Y,0.00
A3BFMY5OX2WMUW,1.00
A3IEGJT83U746S,1.00
A3P0WSCNMY8S6W,0.00
A1GD7ISOXO1XFZ,0.00
A3493E42N1JZVF,1.00
A2T1LNI80EPOQR,1.00
A1FYWSPNO7KN1O,1.00
A3GKCB2D8O2ICZ,1.00
A3CH1Z6J9R38G9,1.00
A3HB980XHBF7RA,0.00
A29SMGPDP7K9NU,1.00
A1T9VHNIS0BETZ,0.90
A1A1A9UHNQCI9Y,0.90
A24M9OW53CLT94,1.00
ARJIW1VJ9UAI1,1.00
A3V57BKH58EUIY,0.90
AUFUUD4WG9CVO,1.00
A2R0YYUAWNT7UD,0.90
