AD6JOGDEDAQ4U,0.10
A366TZDVJK02PN,1.00
A1RLO9LNUJIW5S,1.00
A2ZDEERVRN5AMC,0.90
A2M45YGLOWMO4N,0.00
A2CJFO19NY4T5R,0.90
A2LTOS0AZ3B28A,0.00
AKVDY8OXNMQED,0.00
AQA46IS6AUNA8,0.00
A3FSDH6HUZPNQ8,1.00
ACHZV6EH3HWTZ,1.00
A2GV9WSNSPX53,1.00
AEPITKAWZ6FCT,0.90
A1NAFUPBPLK3E,0.00
A2HRUFTA09371Y,1.00
A1DBE2OL84TBKB,1.00
A20N1NK5X5S88F,1.00
AHEEMGVMGEMEQ,1.00
AYFOAD75CRBKE,0.00
A3YODVFPEUQQ8,1.00
A1EDUAP3LASBJO,1.00
A2SF0TUK6XTPCO,1.00
A207IHY6GERCFO,1.00
AKHH4W14A6AN9,1.00
A30UE6DWFNUCWX,0.00
A1CMWA0L8FTSXA,0.90
AJDXSXAWDDAEO,1.00
A2PMT4061B1NDP,0.00
A273EH17NSJRH0,1.00
AVPW7AXI9AFSM,1.00
AIHUIAQ4922K3,0.00
AEN7H01OU26XL,1.00
A3TUV36R7RR04T,1.00
A2Z43TA0WZ0EG0,1.00
A1QLOVE2J07QO5,1.00
A1KGCOR8OXYR72,0.10
A2YUCJ28XANFOX,0.90
A1FS8SBR4SDWYG,0.00
A2U66Y6NEEHXET,0.00
AAQREZOK13OV7,1.00
A2LMQ4497NMK3S,1.60
A3R20AEJRD29WW,1.00
A5OBJUPZLVOKG,1.00
A2O6G24WCC6I59,0.00
A8TFVGAEEN2EC,0.00
AMVBT3XDCQBHI,1.00
A3KA08ZKNCAAXO,0.00
A2ETY1O927Z1IF,0.00
