A2XPWASDT8AYXH,0.00
AZ8JL3QNIPY4U,1.00
A31Y2UA2LPDSWZ,0.00
A52FUUEDGSZT9,1.00
A4LIJVRU6DG61,0.00
A364CZ890UVP15,0.90
ALEJV7D94ZLHF,0.90
A14294HZGND1AZ,0.90
A233HZFRZ1FSNY,0.00
AEJKD2E3MQKW5,1.00
A2T8OTNOQJ1MUL,0.00
A2V8IQ87DYKZCD,1.00
A25MZY0FNQAK5H,1.20
AH31QLJ57XC8W,0.00
A7P3R1AIA4TVV,1.00
A3D9DWZK2IS3RE,0.00
A2YE7NBCK14VAQ,0.90
A1N7O7E8HC03D8,0.00
A2TS7TRT4SARLS,0.10
A25PFSORDO3SWQ,1.00
A19DZAFFZEU6GN,0.00
AVJUIF9QHQRY8,0.00
A3GEHH49HNJM57,0.00
A3968IG99D1JN3,1.00
A82Q1HS5CPZ5I,0.00
A22KYUSPCMWIKR,0.00
AGRKG3YT3KMD8,1.00
A1TGV7LT6LTIQU,0.00
A1N53V41FMCR7Q,0.00
A2QK87TCYPFR80,0.00
A334XVDF4AIYQS,0.00
A19H44LQJ0TEXF,1.00
A1F7HH83A48D47,0.00
A2K08PIXXDQLU0,0.90
A17LRY89BBPCUG,0.90
A1KTPYX40PRLVW,0.90
A3TUCOUVSP9ZGY,0.20
A5IM0E95QAB7L,0.20
A1WR3WTEHJEY2D,1.00
A141QUHWYCE2E,1.00
A38ZV8LBZ034IZ,0.90
AVD6HMIO1HLFI,1.00
A1XH62A94I3U61,0.00
A9VK6DKXQWNVB,0.90
AB5T5XCK2ZD47,1.00
A1H0PW1XZMA42P,1.00
A2G5ONLOJVOL2G,1.00
A1V9G7V6ZYACIR,0.00
A36A780ODXBDEH,0.90
A299C7WS77XSW4,0.90
